SampleMethod,RecoveryDive,Sample.Volume.m3,Meters.Above.Bottom,SampleLocation,Time.Deployed.hrs.,Ash.depth..cm.,Site,Sample.ID,Larval.Type,Stage,Identification.Type,Taxonomic.Level ,Taxonomic.Group,Top.BLAST.Hit,Pairwise.Identity,BOLD.Collection.Code,Individuals.per.SampleID
McLane,J21402,20,2 mab,Within vents,12,23-54,Kilo Moana,TN401_J21402_MC_030,Nectochaete,Larval,morphology,Class,Polychaeta,NA,NA,NA,1
McLane,J21402,20,2 mab,Within vents,12,23-54,Kilo Moana,TN401_J21402_MC_031,Nectochaete,Larval,morphology,Class,Polychaeta,NA,NA,NA,1
McLane,J21402,20,2 mab,Within vents,12,23-54,Kilo Moana,TN401_J21402_MC_032,Nectochaete,Larval,morphology,Class,Polychaeta,NA,NA,NA,1
McLane,J21402,20,2 mab,Within vents,12,23-54,Kilo Moana,TN401_J21402_MC_033,Nectochaete,Larval,morphology,Class,Polychaeta,NA,NA,NA,1
McLane,J21402,20,2 mab,Within vents,12,23-54,Kilo Moana,TN401_J21402_MC_034,Nectochaete,Larval,morphology,Class,Polychaeta,NA,NA,NA,1
McLane,J21402,20,2 mab,Within vents,12,23-54,Kilo Moana,TN401_J21402_MC_035,Nectochaete,Larval,morphology,Class,Polychaeta,NA,NA,NA,1
McLane,J21402,20,2 mab,Within vents,12,23-54,Kilo Moana,TN401_J21402_MC_036,Nectochaete,Larval,morphology,Class,Polychaeta,NA,NA,NA,1
McLane,J21402,20,2 mab,Within vents,12,23-54,Kilo Moana,TN401_J21402_MC_037,Nectochaete,Larval,morphology,Class,Polychaeta,NA,NA,NA,1
McLane,J21402,20,2 mab,Within vents,12,23-54,Kilo Moana,TN401_J21402_MC_038,Nectochaete,Larval,morphology,Class,Polychaeta,NA,NA,NA,1
McLane,J21402,20,2 mab,Within vents,12,23-54,Kilo Moana,TN401_J21402_MC_039,Nectochaete,Larval,morphology,Class,Polychaeta,NA,NA,NA,1
McLane,J21402,20,2 mab,Within vents,12,23-54,Kilo Moana,TN401_J21402_MC_040,Nectochaete,Larval,morphology,Class,Polychaeta,NA,NA,NA,1
McLane,J21402,20,2 mab,Within vents,12,23-54,Kilo Moana,TN401_J21402_MC_041,Nectochaete,Larval,morphology,Class,Polychaeta,NA,NA,NA,1
McLane,J21402,20,2 mab,Within vents,12,23-54,Kilo Moana,TN401_J21402_MC_042,Nectochaete,Larval,morphology,Class,Polychaeta,NA,NA,NA,1
McLane,J21402,20,2 mab,Within vents,12,23-54,Kilo Moana,TN401_J21402_MC_044,Trochophore,Larval,morphology,NA,NA,NA,NA,NA,1
McLane,J21402,20,2 mab,Within vents,12,23-54,Kilo Moana,TN401_J21402_MC_045,Trochophore,Larval,morphology,NA,NA,NA,NA,NA,1
McLane,J21402,20,2 mab,Within vents,12,23-54,Kilo Moana,TN401_J21402_MC_046,Trochophore,Larval,morphology,NA,NA,NA,NA,NA,1
McLane,J21402,20,2 mab,Within vents,12,23-54,Kilo Moana,TN401_J21402_MC_047,Trochophore,Larval,morphology,NA,NA,NA,NA,NA,1
McLane,J21402,20,2 mab,Within vents,12,23-54,Kilo Moana,TN401_J21402_MC_048,Trochophore,Larval,morphology,NA,NA,NA,NA,NA,1
McLane,J21402,20,2 mab,Within vents,12,23-54,Kilo Moana,TN401_J21402_MC_049,Trochophore,Larval,morphology,NA,NA,NA,NA,NA,1
McLane,J21402,20,2 mab,Within vents,12,23-54,Kilo Moana,TN401_J21402_MC_050,Trochophore,Larval,morphology,NA,NA,NA,NA,NA,1
McLane,J21402,20,2 mab,Within vents,12,23-54,Kilo Moana,TN401_J21402_MC_051,Trochophore,Larval,morphology,NA,NA,NA,NA,NA,1
McLane,J21402,20,2 mab,Within vents,12,23-54,Kilo Moana,TN401_J21402_MC_052,Trochophore,Larval,morphology,NA,NA,NA,NA,NA,1
McLane,J21402,20,2 mab,Within vents,12,23-54,Kilo Moana,TN401_J21402_MC_053,Trochophore,Larval,morphology,NA,NA,NA,NA,NA,1
McLane,J21402,20,2 mab,Within vents,12,23-54,Kilo Moana,TN401_J21402_MC_054,Trochophore,Larval,morphology,NA,NA,NA,NA,NA,1
McLane,J21402,20,2 mab,Within vents,12,23-54,Kilo Moana,TN401_J21402_MC_055,Trochophore,Larval,morphology,NA,NA,NA,NA,NA,1
McLane,J21402,20,2 mab,Within vents,12,23-54,Kilo Moana,TN401_J21402_MC_056,Trochophore,Larval,morphology,NA,NA,NA,NA,NA,1
McLane,J21402,20,2 mab,Within vents,12,23-54,Kilo Moana,TN401_J21402_MC_057,Trochophore,Larval,morphology,NA,NA,NA,NA,NA,1
McLane,J21402,20,2 mab,Within vents,12,23-54,Kilo Moana,TN401_J21402_MC_058,Trochophore,Larval,morphology,NA,NA,NA,NA,NA,13
McLane,J21402,20,2 mab,Within vents,12,23-54,Kilo Moana,TN401_J21402_MC_059,Nectochaete,Larval,morphology,Class,Polychaeta,NA,NA,NA,1
McLane,J21402,20,2 mab,Within vents,12,23-54,Kilo Moana,TN401_J21402_MC_060,Nectochaete,Larval,morphology,Class,Polychaeta,NA,NA,NA,1
McLane,J21402,20,2 mab,Within vents,12,23-54,Kilo Moana,TN401_J21402_MC_061,Nectochaete,Larval,morphology,Class,Polychaeta,NA,NA,NA,1
McLane,J21402,20,2 mab,Within vents,12,23-54,Kilo Moana,TN401_J21402_MC_062,Nectochaete,Larval,morphology,Class,Polychaeta,NA,NA,NA,1
McLane,J21402,20,2 mab,Within vents,12,23-54,Kilo Moana,TN401_J21402_MC_063,Trochophore,Larval,morphology,NA,NA,NA,NA,NA,1
McLane,J21402,20,2 mab,Within vents,12,23-54,Kilo Moana,TN401_J21402_MC_064,Trochophore,Larval,morphology,NA,NA,NA,NA,NA,1
McLane,J21402,20,2 mab,Within vents,12,23-54,Kilo Moana,TN401_J21402_MC_065,Trochophore,Larval,morphology,NA,NA,NA,NA,NA,1
McLane,J21402,20,2 mab,Within vents,12,23-54,Kilo Moana,TN401_J21402_MC_066,Trochophore,Larval,morphology,NA,NA,NA,NA,NA,1
McLane,J21402,20,2 mab,Within vents,12,23-54,Kilo Moana,TN401_J21402_MC_067,Trochophore,Larval,morphology,NA,NA,NA,NA,NA,1
McLane,J21402,20,2 mab,Within vents,12,23-54,Kilo Moana,TN401_J21402_MC_068,Trochophore,Larval,morphology,NA,NA,NA,NA,NA,1
McLane,J21402,20,2 mab,Within vents,12,23-54,Kilo Moana,TN401_J21402_MC_069,Trochophore,Larval,morphology,NA,NA,NA,NA,NA,1
McLane,J21402,20,2 mab,Within vents,12,23-54,Kilo Moana,TN401_J21402_MC_070,Trochophore,Larval,morphology,NA,NA,NA,NA,NA,1
McLane,J21402,20,2 mab,Within vents,12,23-54,Kilo Moana,TN401_J21402_MC_071,Trochophore,Larval,morphology,NA,NA,NA,NA,NA,1
McLane,J21402,20,2 mab,Within vents,12,23-54,Kilo Moana,TN401_J21402_MC_072,Trochophore,Larval,morphology,NA,NA,NA,NA,NA,1
McLane,J21402,20,2 mab,Within vents,12,23-54,Kilo Moana,TN401_J21402_MC_073,Trochophore,Larval,morphology,NA,NA,NA,NA,NA,60
McLane,J21402,20,2 mab,Within vents,12,23-54,Kilo Moana,TN401_J21402_MC_074,Trochophore,Larval,morphology,NA,NA,NA,NA,NA,1
McLane,J21402,20,2 mab,Within vents,12,23-54,Kilo Moana,TN401_J21402_MC_075,Trochophore,Larval,morphology,NA,NA,NA,NA,NA,15
McLane,J21402,20,2 mab,Within vents,12,23-54,Kilo Moana,TN401_J21402_MC_076,Bivalve,Larval,intFXT/HCO2198,Family,Vesicomyidae,Kelliopsis elevata,86,TL,1
McLane,J21403,20.7,2 mab,Within vents,12.57,80-150,Tow Cam,TN401_J21403_MC_0001,Nectochaete,Larval,morphology,Class,Polychaeta,NA,NA,NA,1
McLane,J21403,20.7,2 mab,Within vents,12.57,80-150,Tow Cam,TN401_J21403_MC_0002,Nectochaete,Larval,morphology,Class,Polychaeta,NA,NA,NA,1
McLane,J21403,20.7,2 mab,Within vents,12.57,80-150,Tow Cam,TN401_J21403_MC_0004,Gastropod,Larval,morphology,Class,Gastropoda ,NA,NA,NA,1
McLane,J21403,20.7,2 mab,Within vents,12.57,80-150,Tow Cam,TN401_J21403_MC_0005,Nectochaete,Larval,morphology,Class,Polychaeta,NA,NA,NA,1
McLane,J21403,20.7,2 mab,Within vents,12.57,80-150,Tow Cam,TN401_J21403_MC_0006,Trochophore,Larval,morphology,NA,NA,NA,NA,NA,1
McLane,J21403,20.7,2 mab,Within vents,12.57,80-150,Tow Cam,TN401_J21403_MC_0007,Trochophore,Larval,morphology,NA,NA,NA,NA,NA,1
McLane,J21403,20.7,2 mab,Within vents,12.57,80-150,Tow Cam,TN401_J21403_MC_0008,Trochophore,Larval,morphology,NA,NA,NA,NA,NA,1
McLane,J21403,20.7,2 mab,Within vents,12.57,80-150,Tow Cam,TN401_J21403_MC_0009,Trochophore,Larval,morphology,NA,NA,NA,NA,NA,1
McLane,J21403,20.7,2 mab,Within vents,12.57,80-150,Tow Cam,TN401_J21403_MC_0010,Trochophore,Larval,morphology,NA,NA,NA,NA,NA,1
McLane,J21403,20.7,2 mab,Within vents,12.57,80-150,Tow Cam,TN401_J21403_MC_0011,Trochophore,Larval,morphology,NA,NA,NA,NA,NA,1
McLane,J21403,20.7,2 mab,Within vents,12.57,80-150,Tow Cam,TN401_J21403_MC_0012,Trochophore,Larval,morphology,NA,NA,NA,NA,NA,1
McLane,J21403,20.7,2 mab,Within vents,12.57,80-150,Tow Cam,TN401_J21403_MC_0013,Trochophore,Larval,morphology,NA,NA,NA,NA,NA,4
McLane,J21403,20.7,2 mab,Within vents,12.57,80-150,Tow Cam,TN401_J21403_MC_0014,Parenchymula,Larval,morphology,Phylum,Porifera,NA,NA,NA,1
McLane,J21403,20.7,2 mab,Within vents,12.57,80-150,Tow Cam,TN401_J21403_MC_0015,Nectochaete,Larval,morphology,Class,Polychaeta,NA,NA,NA,1
McLane,J21403,20.7,2 mab,Within vents,12.57,80-150,Tow Cam,TN401_J21403_MC_0016,Nectochaete,Larval,morphology,Class,Polychaeta,NA,NA,NA,1
McLane,J21403,20.7,2 mab,Within vents,12.57,80-150,Tow Cam,TN401_J21403_MC_0017,Nectochaete,Larval,morphology,Class,Polychaeta,NA,NA,NA,1
McLane,J21403,20.7,2 mab,Within vents,12.57,80-150,Tow Cam,TN401_J21403_MC_0018,Nectochaete,Larval,morphology,Class,Polychaeta,NA,NA,NA,1
McLane,J21403,20.7,2 mab,Within vents,12.57,80-150,Tow Cam,TN401_J21403_MC_0019,Nectochaete,Larval,morphology,Class,Polychaeta,NA,NA,NA,1
McLane,J21403,20.7,2 mab,Within vents,12.57,80-150,Tow Cam,TN401_J21403_MC_0020,Nectochaete,Larval,morphology,Class,Polychaeta,NA,NA,NA,1
McLane,J21403,20.7,2 mab,Within vents,12.57,80-150,Tow Cam,TN401_J21403_MC_0021,Nectochaete,Larval,morphology,Class,Polychaeta,NA,NA,NA,1
McLane,J21403,20.7,2 mab,Within vents,12.57,80-150,Tow Cam,TN401_J21403_MC_0022,Trochophore,Larval,morphology,NA,NA,NA,NA,NA,5
McLane,J21403,20.7,2 mab,Within vents,12.57,80-150,Tow Cam,TN401_J21403_MC_0023,Nectochaete,Larval,morphology,Class,Polychaeta,NA,NA,NA,1
McLane,J21403,20.7,2 mab,Within vents,12.57,80-150,Tow Cam,TN401_J21403_MC_0024,Nectochaete,Larval,morphology,Class,Polychaeta,NA,NA,NA,1
McLane,J21403,20.7,2 mab,Within vents,12.57,80-150,Tow Cam,TN401_J21403_MC_0025,Nectochaete,Larval,morphology,Class,Polychaeta,NA,NA,NA,1
McLane,J21403,20.7,2 mab,Within vents,12.57,80-150,Tow Cam,TN401_J21403_MC_0026,Trochophore,Larval,morphology,NA,NA,NA,NA,NA,1
McLane,J21403,20.7,2 mab,Within vents,12.57,80-150,Tow Cam,TN401_J21403_MC_0027,Trochophore,Larval,morphology,NA,NA,NA,NA,NA,1
McLane,J21403,20.7,2 mab,Within vents,12.57,80-150,Tow Cam,TN401_J21403_MC_0028,Nectochaete,Larval,morphology,Class,Polychaeta,NA,NA,NA,1
McLane,J21403,20.7,2 mab,Within vents,12.57,80-150,Tow Cam,TN401_J21403_MC_0029,Nectochaete,Larval,morphology,Class,Polychaeta,NA,NA,NA,1
McLane,J21403,20.7,2 mab,Within vents,12.57,80-150,Tow Cam,TN401_J21403_MC_0031,Unknown,Unknown,morphology,NA,NA,NA,NA,NA,1
McLane,J21403,20.7,2 mab,Within vents,12.57,80-150,Tow Cam,TN401_J21403_MC_0032,Zoea,Larval,morphology,Genus,Austinograea,NA,NA,NA,3
McLane,J21404,30.5,2 mab,Within vents,18.64,12-23,Tahi Moana,TN401_J21404_MC_0001,Bivalve,Larval,intFXT/HCO2198,Genus,Bathymodiolus,Bathymodiolus manusensis,100,,1
McLane,J21404,30.5,2 mab,Within vents,18.64,12-23,Tahi Moana,TN401_J21404_MC_0002,Parenchymula,Larval,morphology,Phylum,Porifera,NA,NA,NA,1
McLane,J21404,30.5,2 mab,Within vents,18.64,12-23,Tahi Moana,TN401_J21404_MC_0003,Parenchymula,Larval,morphology,Phylum,Porifera,NA,NA,NA,1
McLane,J21404,30.5,2 mab,Within vents,18.64,12-23,Tahi Moana,TN401_J21404_MC_0004,Parenchymula,Larval,morphology,Phylum,Porifera,NA,NA,NA,1
McLane,J21404,30.5,2 mab,Within vents,18.64,12-23,Tahi Moana,TN401_J21404_MC_0005,Parenchymula,Larval,morphology,Phylum,Porifera,NA,NA,NA,1
McLane,J21404,30.5,2 mab,Within vents,18.64,12-23,Tahi Moana,TN401_J21404_MC_0006,Parenchymula,Larval,morphology,Phylum,Porifera,NA,NA,NA,1
McLane,J21404,30.5,2 mab,Within vents,18.64,12-23,Tahi Moana,TN401_J21404_MC_0007,Parenchymula,Larval,morphology,Phylum,Porifera,NA,NA,NA,1
McLane,J21404,30.5,2 mab,Within vents,18.64,12-23,Tahi Moana,TN401_J21404_MC_0009,Parenchymula,Larval,morphology,Phylum,Porifera,NA,NA,NA,1
McLane,J21404,30.5,2 mab,Within vents,18.64,12-23,Tahi Moana,TN401_J21404_MC_0010,Nectochaete,Larval,morphology,Class,Polychaeta,NA,NA,NA,1
McLane,J21404,30.5,2 mab,Within vents,18.64,12-23,Tahi Moana,TN401_J21404_MC_0011,Nectochaete,Larval,morphology,Class,Polychaeta,NA,NA,NA,1
McLane,J21404,30.5,2 mab,Within vents,18.64,12-23,Tahi Moana,TN401_J21404_MC_0012,Nectochaete,Larval,morphology,Class,Polychaeta,NA,NA,NA,1
McLane,J21404,30.5,2 mab,Within vents,18.64,12-23,Tahi Moana,TN401_J21404_MC_0013,Nectochaete,Larval,morphology,Class,Polychaeta,NA,NA,NA,1
McLane,J21404,30.5,2 mab,Within vents,18.64,12-23,Tahi Moana,TN401_J21404_MC_0014,Nectochaete,Larval,morphology,Class,Polychaeta,NA,NA,NA,1
McLane,J21404,30.5,2 mab,Within vents,18.64,12-23,Tahi Moana,TN401_J21404_MC_0015,Nectochaete,Larval,morphology,Class,Polychaeta,NA,NA,NA,1
McLane,J21404,30.5,2 mab,Within vents,18.64,12-23,Tahi Moana,TN401_J21404_MC_0016,Nectochaete,Larval,morphology,Class,Polychaeta,NA,NA,NA,25
McLane,J21404,30.5,2 mab,Within vents,18.64,12-23,Tahi Moana,TN401_J21404_MC_0017,Nectochaete,Larval,morphology,Class,Polychaeta,NA,NA,NA,45
McLane,J21404,30.5,2 mab,Within vents,18.64,12-23,Tahi Moana,TN401_J21404_MC_0019,Gastropod,Larval,CO1,Genus,Alviniconcha,Alviniconcha kojimai,100,VJ606,1
McLane,J21404,30.5,2 mab,Within vents,18.64,12-23,Tahi Moana,TN401_J21404_MC_0020,Gastropod,Larval,CO1,Genus,Alviniconcha,Alviniconcha kojimai,97.2,VJ153,1
McLane,J21404,30.5,2 mab,Within vents,18.64,12-23,Tahi Moana,TN401_J21404_MC_0022,Gastropod,Larval,CO1,Genus,Symmetromphalus,Symmetromphalus,100,VJ87,1
McLane,J21404,30.5,2 mab,Within vents,18.64,12-23,Tahi Moana,TN401_J21404_MC_0024,Gastropod,Larval,CO1,Genus,Alviniconcha,Alviniconcha kojimai,99.7,VJ117,1
McLane,J21404,30.5,2 mab,Within vents,18.64,12-23,Tahi Moana,TN401_J21404_MC_0025,Gastropod,Larval,morphology,Class,Gastropoda ,NA,NA,NA,1
McLane,J21404,30.5,2 mab,Within vents,18.64,12-23,Tahi Moana,TN401_J21404_MC_0026,Gastropod,Larval,morphology,Class,Gastropoda ,NA,NA,NA,1
McLane,J21404,30.5,2 mab,Within vents,18.64,12-23,Tahi Moana,TN401_J21404_MC_0027,Trochophore,Larval,morphology,NA,NA,NA,NA,NA,28
McLane,J21404,30.5,2 mab,Within vents,18.64,12-23,Tahi Moana,TN401_J21404_MC_0028,Nectochaete,Larval,morphology,Class,Polychaeta,NA,NA,NA,1
McLane,J21404,30.5,2 mab,Within vents,18.64,12-23,Tahi Moana,TN401_J21404_MC_0029,Nectochaete,Larval,morphology,Class,Polychaeta,NA,NA,NA,5
McLane,J21404,30.5,2 mab,Within vents,18.64,12-23,Tahi Moana,TN401_J21404_MC_0030,Gastropod,Larval,morphology,Order,Neomphalida,NA,NA,NA,1
McLane,J21404,30.5,2 mab,Within vents,18.64,12-23,Tahi Moana,TN401_J21404_MC_0031,Gastropod,Larval,morphology,Order,Neomphalida,NA,NA,NA,1
McLane,J21404,30.5,2 mab,Within vents,18.64,12-23,Tahi Moana,TN401_J21404_MC_0032,Gastropod,Larval,morphology,Order,Neomphalida,NA,NA,NA,1
McLane,J21404,30.5,2 mab,Within vents,18.64,12-23,Tahi Moana,TN401_J21404_MC_0033,Gastropod,Larval,CO1,Order,Neomphalida,Pusia granum,75,VJ18,1
McLane,J21404,30.5,2 mab,Within vents,18.64,12-23,Tahi Moana,TN401_J21404_MC_0034,Gastropod,Larval,CO1,Genus,Alviniconcha,Alviniconcha kojimai,97.3,VJ633,1
McLane,J21404,30.5,2 mab,Within vents,18.64,12-23,Tahi Moana,TN401_J21404_MC_0035,Gastropod,Larval,morphology,Order,Neomphalida,NA,NA,NA,1
McLane,J21404,30.5,2 mab,Within vents,18.64,12-23,Tahi Moana,TN401_J21404_MC_0036,Gastropod,Larval,CO1,Order,Neomphalida,Pusia granum,76.5,VJ80,1
McLane,J21404,30.5,2 mab,Within vents,18.64,12-23,Tahi Moana,TN401_J21404_MC_0037,Gastropod,Larval,morphology,Class,Gastropoda ,NA,NA,NA,1
McLane,J21404,30.5,2 mab,Within vents,18.64,12-23,Tahi Moana,TN401_J21404_MC_0038,Nectochaete,Larval,morphology,Class,Polychaeta,NA,NA,NA,1
McLane,J21404,30.5,2 mab,Within vents,18.64,12-23,Tahi Moana,TN401_J21404_MC_0039,Nectochaete,Larval,morphology,Class,Polychaeta,NA,NA,NA,1
McLane,J21404,30.5,2 mab,Within vents,18.64,12-23,Tahi Moana,TN401_J21404_MC_0040,Nectochaete,Larval,morphology,Class,Polychaeta,NA,NA,NA,1
McLane,J21404,30.5,2 mab,Within vents,18.64,12-23,Tahi Moana,TN401_J21404_MC_0041,Nectochaete,Larval,morphology,Class,Polychaeta,NA,NA,NA,1
McLane,J21404,30.5,2 mab,Within vents,18.64,12-23,Tahi Moana,TN401_J21404_MC_0042,Nectochaete,Larval,morphology,Class,Polychaeta,NA,NA,NA,1
McLane,J21404,30.5,2 mab,Within vents,18.64,12-23,Tahi Moana,TN401_J21404_MC_0043,Nectochaete,Larval,morphology,Class,Polychaeta,NA,NA,NA,1
McLane,J21404,30.5,2 mab,Within vents,18.64,12-23,Tahi Moana,TN401_J21404_MC_0044,Nectochaete,Larval,morphology,Class,Polychaeta,NA,NA,NA,1
McLane,J21404,30.5,2 mab,Within vents,18.64,12-23,Tahi Moana,TN401_J21404_MC_0045,Nectochaete,Larval,morphology,Class,Polychaeta,NA,NA,NA,1
McLane,J21404,30.5,2 mab,Within vents,18.64,12-23,Tahi Moana,TN401_J21404_MC_0046,Nectochaete,Larval,morphology,Class,Polychaeta,NA,NA,NA,1
McLane,J21404,30.5,2 mab,Within vents,18.64,12-23,Tahi Moana,TN401_J21404_MC_0047,Nectochaete,Larval,morphology,Class,Polychaeta,NA,NA,NA,1
McLane,J21404,30.5,2 mab,Within vents,18.64,12-23,Tahi Moana,TN401_J21404_MC_0048,Trochophore,Larval,morphology,NA,NA,NA,NA,NA,1
McLane,J21404,30.5,2 mab,Within vents,18.64,12-23,Tahi Moana,TN401_J21404_MC_0049,Trochophore,Larval,morphology,NA,NA,NA,NA,NA,1
McLane,J21404,30.5,2 mab,Within vents,18.64,12-23,Tahi Moana,TN401_J21404_MC_0050,Trochophore,Larval,morphology,NA,NA,NA,NA,NA,1
McLane,J21404,30.5,2 mab,Within vents,18.64,12-23,Tahi Moana,TN401_J21404_MC_0051,Nectochaete,Larval,morphology,Class,Polychaeta,NA,NA,NA,4
McLane,J21404,30.5,2 mab,Within vents,18.64,12-23,Tahi Moana,TN401_J21404_MC_0052,Trochophore,Larval,morphology,NA,NA,NA,NA,NA,1
McLane,J21404,30.5,2 mab,Within vents,18.64,12-23,Tahi Moana,TN401_J21404_MC_0053,Nauplius,Larval,morphology,NA,NA,NA,NA,NA,1
McLane,J21404,30.5,2 mab,Within vents,18.64,12-23,Tahi Moana,TN401_J21404_MC_0054,Trochophore,Larval,morphology,NA,NA,NA,NA,NA,1
McLane,J21404,30.5,2 mab,Within vents,18.64,12-23,Tahi Moana,TN401_J21404_MC_0055,Trochophore,Larval,morphology,NA,NA,NA,NA,NA,1
McLane,J21404,30.5,2 mab,Within vents,18.64,12-23,Tahi Moana,TN401_J21404_MC_0056,Trochophore,Larval,morphology,NA,NA,NA,NA,NA,1
McLane,J21404,30.5,2 mab,Within vents,18.64,12-23,Tahi Moana,TN401_J21404_MC_0057,Trochophore,Larval,morphology,NA,NA,NA,NA,NA,1
McLane,J21404,30.5,2 mab,Within vents,18.64,12-23,Tahi Moana,TN401_J21404_MC_0058,Trochophore,Larval,morphology,NA,NA,NA,NA,NA,1
McLane,J21404,30.5,2 mab,Within vents,18.64,12-23,Tahi Moana,TN401_J21404_MC_0059,Trochophore,Larval,morphology,NA,NA,NA,NA,NA,1
McLane,J21404,30.5,2 mab,Within vents,18.64,12-23,Tahi Moana,TN401_J21404_MC_0060,Trochophore,Larval,morphology,NA,NA,NA,NA,NA,7
