SampleMethod,RecoveryDive,Sample.Volume.m3,Meters.Above.Bottom,SampleLocation,Time.Deployed.hrs.,Ash.depth..cm.,Site,Sample.ID,Larval.Type,Stage,Identification.Type,Taxonomic.Level ,Taxonomic.Group,Top.BLAST.Hit,Pairwise.Identity,BOLD.Collection.Code,Individuals.per.SampleID
Larval Trap,J21413,NA,1,,340.23,12-23,Tahi Moana,TN401_J21413_LT6T2_0011,Nectochaete,Larval,morphology,Class,Polychaeta,NA,NA,NA,1
Larval Trap,J21413,NA,1,,340.23,12-23,Tahi Moana,TN401_J21413_LT6T2_0012,Nectochaete,Larval,morphology,Class,Polychaeta,NA,NA,NA,1
Larval Trap,J21413,NA,1,,340.23,12-23,Tahi Moana,TN401_J21413_LT6T2_0013,Nectochaete,Larval,morphology,Class,Polychaeta,NA,NA,NA,1
Larval Trap,J21413,NA,1,,340.23,12-23,Tahi Moana,TN401_J21413_LT6T2_0014,Nectochaete,Larval,morphology,Class,Polychaeta,NA,NA,NA,1
Larval Trap,J21413,NA,1,,340.23,12-23,Tahi Moana,TN401_J21413_LT6T3_0004,Nectochaete,Larval,morphology,Class,Polychaeta,NA,NA,NA,1
Larval Trap,J21413,NA,1,,340.23,12-23,Tahi Moana,TN401_J21413_LT6T3_0005,Nectochaete,Larval,morphology,Class,Polychaeta,NA,NA,NA,1
Larval Trap,J21413,NA,1,,340.23,12-23,Tahi Moana,TN401_J21413_LT6T3_0006,Nectochaete,Larval,morphology,Class,Polychaeta,NA,NA,NA,1
Larval Trap,J21413,NA,1,,340.23,12-23,Tahi Moana,TN401_J21413_LT6T3_0007,Nectochaete,Larval,morphology,Class,Polychaeta,NA,NA,NA,1
Larval Trap,J21413,NA,1,,340.23,12-23,Tahi Moana,TN401_J21413_LT6T4_0001,Nectochaete,Larval,morphology,Class,Polychaeta,NA,NA,NA,1
Larval Trap,J21413,NA,1,,340.23,12-23,Tahi Moana,TN401_J21413_LT6T4_0002,Gastropod,Larval,morphology,Class,Gastropoda ,NA,NA,NA,1
Larval Trap,J21413,NA,1,,340.23,12-23,Tahi Moana,TN401_J21413_LT6T4_0003,Nectochaete,Larval,morphology,Class,Polychaeta,NA,NA,NA,1
Larval Trap,J21413,NA,1,,340.23,12-23,Tahi Moana,TN401_J21413_LT6T4_0004,Nectochaete,Larval,morphology,Class,Polychaeta,NA,NA,NA,1
Larval Trap,J21413,NA,1,,340.23,12-23,Tahi Moana,TN401_J21413_LT6T4_0005,Gastropod,Larval,morphology,Class,Gastropoda ,NA,NA,NA,1
Larval Trap,J21413,NA,1,,340.23,12-23,Tahi Moana,TN401_J21413_LT6T4_0006,Bivalve,Larval,morphology,Genus,Bathymodiolus,NA,NA,NA,1
McLane,J21413,18.9,2 mab,Within vents,11.45,12-23,Tahi Moana,TN401_J21413_MC_002,Trochophore,Larval,morphology,NA,NA,NA,NA,NA,1
McLane,J21413,18.9,2 mab,Within vents,11.45,12-23,Tahi Moana,TN401_J21413_MC_003,Trochophore,Larval,morphology,NA,NA,NA,NA,NA,1
McLane,J21413,18.9,2 mab,Within vents,11.45,12-23,Tahi Moana,TN401_J21413_MC_004,Trochophore,Larval,morphology,NA,NA,NA,NA,NA,1
McLane,J21413,18.9,2 mab,Within vents,11.45,12-23,Tahi Moana,TN401_J21413_MC_005,Nectochaete,Larval,morphology,Class,Polychaeta,NA,NA,NA,8
McLane,J21413,18.9,2 mab,Within vents,11.45,12-23,Tahi Moana,TN401_J21413_MC_006,Nectochaete,Larval,morphology,Class,Polychaeta,NA,NA,NA,1
McLane,J21413,18.9,2 mab,Within vents,11.45,12-23,Tahi Moana,TN401_J21413_MC_007,Trochophore,Larval,morphology,NA,NA,NA,NA,NA,4
McLane,J21413,18.9,2 mab,Within vents,11.45,12-23,Tahi Moana,TN401_J21413_MC_008,Nectochaete,Larval,morphology,Class,Polychaeta,NA,NA,NA,2
McLane,J21413,18.9,2 mab,Within vents,11.45,12-23,Tahi Moana,TN401_J21413_MC_009,Nectochaete,Larval,morphology,Class,Polychaeta,NA,NA,NA,2
McLane,J21413,18.9,2 mab,Within vents,11.45,12-23,Tahi Moana,TN401_J21413_MC_010,Nectochaete,Larval,morphology,Class,Polychaeta,NA,NA,NA,4
McLane,J21413,18.9,2 mab,Within vents,11.45,12-23,Tahi Moana,TN401_J21413_MC_011,Trochophore,Larval,morphology,NA,NA,NA,NA,NA,2
McLane,J21413,18.9,2 mab,Within vents,11.45,12-23,Tahi Moana,TN401_J21413_MC_013,Trochophore,Larval,morphology,NA,NA,NA,NA,NA,11
McLane,J21413,18.9,2 mab,Within vents,11.45,12-23,Tahi Moana,TN401_J21413_MC_014,Trochophore,Larval,morphology,NA,NA,NA,NA,NA,10
Larval Trap,J21414,NA,1,,328.04,8-15,ABE,TN401_J21414_LT8T4_0002,Nectochaete,Larval,morphology,Class,Polychaeta,NA,NA,NA,1
McLane,J21414,11.5,2 mab,Within vents,7.29,8-15,ABE,TN401_J21414_MC_001,Nectochaete,Larval,morphology,Class,Polychaeta,NA,NA,NA,4
McLane,J21414,11.5,2 mab,Within vents,7.29,8-15,ABE,TN401_J21414_MC_002,Nectochaete,Larval,morphology,Class,Polychaeta,NA,NA,NA,1
McLane,J21414,11.5,2 mab,Within vents,7.29,8-15,ABE,TN401_J21414_MC_003,Trochophore,Larval,morphology,NA,NA,NA,NA,NA,19
McLane,J21414,11.5,2 mab,Within vents,7.29,8-15,ABE,TN401_J21414_MC_004,Zoea,Larval,morphology,Genus,Austinograea,NA,NA,NA,6
McLane,J21414,11.5,2 mab,Within vents,7.29,8-15,ABE,TN401_J21414_MC_007,Trochophore,Larval,morphology,NA,NA,NA,NA,NA,6
Larval Trap,J21415,NA,1,,334.65,0,Tui Malila,TN401_J21415_LT10T1_0003,Cyprid,Larval,morphology,Subclass,Cirripedia,NA,NA,NA,1
Larval Trap,J21415,NA,1,,334.65,0,Tui Malila,TN401_J21415_LT10T1_0004,Gastropod,Larval,CO1,Genus,Alviniconcha ,Alviniconcha strummeri,95.7,VJ240,1
Larval Trap,J21415,NA,1,,334.65,0,Tui Malila,TN401_J21415_LT10T1_0005,Bivalve,Larval,intFXT/HCO2198,Genus,Bathymodiolus,Bathymodiolus septemdierum,100,TL,1
Larval Trap,J21415,NA,1,,334.65,0,Tui Malila,Tn401_J21415_LT10T1_0006,Gastropod,Larval,CO1,Genus,Alviniconcha ,Alviniconcha strummeri,95.7,VJ241,1
Larval Trap,J21415,NA,1,,334.65,0,Tui Malila,TN401_J21415_LT10T1_0007,Gastropod,Larval,morphology,Class,Gastropoda ,NA,NA,NA,1
Larval Trap,J21415,NA,1,,334.65,0,Tui Malila,TN401_J21415_LT10T2_0001,Nauplius,Larval,morphology,NA,NA,NA,NA,NA,1
Larval Trap,J21415,NA,1,,334.65,0,Tui Malila,TN401_J21415_LT10T2_0002,Gastropod,Larval,morphology,Class,Gastropoda ,NA,NA,NA,1
Larval Trap,J21415,NA,1,,334.65,0,Tui Malila,TN401_J21415_LT10T2_0003,Gastropod,Larval,morphology,Class,Gastropoda ,NA,NA,NA,1
Larval Trap,J21415,NA,1,,334.65,0,Tui Malila,TN401_J21415_LT10T2_0004,Nauplius,Larval,morphology,NA,NA,NA,NA,NA,1
Larval Trap,J21415,NA,1,,334.65,0,Tui Malila,TN401_J21415_LT10T2_0005,Unknown ,Unknown,morphology,NA,NA,NA,NA,NA,1
Larval Trap,J21415,NA,1,,334.65,0,Tui Malila,TN401_J21415_LT10T4_0001,Gastropod,Larval,Morphology,Genus,Alviniconcha ,NA,NA,NA,1
Larval Trap,J21415,NA,1,,334.65,0,Tui Malila,TN401_J21415_LT10T4_0002,Gastropod,Larval,Morphology,Genus,Alviniconcha ,NA,NA,NA,1
Larval Trap,J21415,NA,1,,334.65,0,Tui Malila,TN401_J21415_LT10T4_0003,Bivalve,Larval,morphology,Genus,Bathymodiolus,NA,NA,NA,1
Larval Trap,J21415,NA,1,,334.65,0,Tui Malila,TN401_J21415_LT10T4_0004,Cyprid,Larval,morphology,Subclass,Cirripedia,NA,NA,NA,1
Larval Trap,J21415,NA,1,,334.65,0,Tui Malila,TN401_J21415_LT10T4_0005,Bivalve,Larval,morphology,Genus,Bathymodiolus,NA,NA,NA,1
Larval Trap,J21415,NA,1,,334.65,0,Tui Malila,TN401_J21415_LT10T4_0009,Cyprid,Larval,morphology,Subclass,Cirripedia,NA,NA,NA,1
Larval Trap,J21415,NA,1,,333.55,0,Tui Malila,TN401_J21415_LT90T3_0008,Bivalve,Larval,intFXT/HCO2198,Genus,Bathymodiolus,Bathymodiolus septemdierum,99.7,TL,1
Larval Trap,J21415,NA,1,,333.55,0,Tui Malila,TN401_J21415_LT90T3_0009,Gastropod,Larval,CO1,Genus,Lamellomphallus ,Lamellomphallus manusensis,100,VJ252,1
Larval Trap,J21415,NA,1,,333.55,0,Tui Malila,TN401_J21415_LT9T1_0001,Gastropod,Larval,CO1,Genus,Alviniconcha ,Alviniconcha strummeri,100,VJ93,1
Larval Trap,J21415,NA,1,,333.55,0,Tui Malila,TN401_J21415_LT9T1_0002,Gastropod,Larval,CO1,Genus,Alviniconcha ,Alviniconcha kojimai,99.7,VJ106,1
Larval Trap,J21415,NA,1,,333.55,0,Tui Malila,TN401_J21415_LT9T2_0002,Trochophore,Larval,morphology,NA,NA,NA,NA,NA,1
Larval Trap,J21415,NA,1,,333.55,0,Tui Malila,TN401_J21415_LT9T2_0006,Gastropod,Larval,morphology,Class,Gastropoda ,NA,NA,NA,1
Larval Trap,J21415,NA,1,,333.55,0,Tui Malila,TN401_J21415_LT9T2_0007,Gastropod,Larval,morphology,Class,Gastropoda ,NA,NA,NA,1
Larval Trap,J21415,NA,1,,333.55,0,Tui Malila,TN401_J21415_LT9T3_0010,Gastropod,Larval,CO1,Genus,Alviniconcha ,Alviniconcha strummeri,93,VJ242,1
Larval Trap,J21415,NA,1,,333.55,0,Tui Malila,TN401_J21415_LT9T3_0012,Bivalve,Larval,intFXT/HCO2198,Genus,Bathymodiolus,Bathymodiolus septemdierum,100,TL,1
Larval Trap,J21415,NA,1,,333.55,0,Tui Malila,TN401_J21415_LT9T4_0001,Bivalve,Juvenile,morphology,Genus,Bathymodiolus,NA,NA,NA,1
Larval Trap,J21415,NA,1,,333.55,0,Tui Malila,TN401_J21415_LT9T4_0002,Nauplius,Larval,morphology,NA,NA,NA,NA,NA,1
Larval Trap,J21415,NA,1,,333.55,0,Tui Malila,TN401_J21415_LT9T4_0003,Cyprid,Larval,morphology,Subclass,Cirripedia,NA,NA,NA,1
Larval Trap,J21415,NA,1,,333.55,0,Tui Malila,TN401_J21415_LT9T4_0004,Gastropod,Larval,morphology,Class,Gastropoda ,NA,NA,NA,1
Larval Trap,J21415,NA,1,,333.55,0,Tui Malila,TN401_J21415_LT9T4_0005,Zoea,Larval,morphology,Order,Decapoda,NA,NA,NA,1
Larval Trap,J21415,NA,1,,333.55,0,Tui Malila,TN401_J21415_LT9T4_0006,Gastropod,Larval,morphology,Genus,Alviniconcha ,NA,NA,NA,1
Larval Trap,J21415,NA,1,,333.55,0,Tui Malila,TN401_J21415_LT9T4_0007,Gastropod,Larval,morphology,Class,Gastropoda ,NA,NA,NA,1
McLane,J21416,20,2 mab,Within vents,12,0,Mata To'lu,TN401_J21416_MC_0001,Gastropod,Larval,morphology,Class,Gastropoda ,NA,NA,NA,1
McLane,J21416,20,2 mab,Within vents,12,0,Mata To'lu,TN401_J21416_MC_0002,Nectochaete,Larval,morphology,Class,Polychaeta,NA,NA,NA,1
McLane,J21416,20,2 mab,Within vents,12,0,Mata To'lu,TN401_J21416_MC_0003,Gastropod,Larval,morphology,Class,Gastropoda ,NA,NA,NA,1
McLane,J21416,20,2 mab,Within vents,12,0,Mata To'lu,TN401_J21416_MC_0004,Gastropod,Larval,morphology,Class,Gastropoda ,NA,NA,NA,1
McLane,J21416,20,2 mab,Within vents,12,0,Mata To'lu,TN401_J21416_MC_0005,Nectochaete,Larval,morphology,Class,Polychaeta,NA,NA,NA,2
McLane,J21416,20,2 mab,Within vents,12,0,Mata To'lu,TN401_J21416_MC_0007,Nectochaete,Larval,morphology,Class,Polychaeta,NA,NA,NA,3
McLane,J21416,20,2 mab,Within vents,12,0,Mata To'lu,TN401_J21416_MC_0008,Nectochaete,Larval,morphology,Class,Polychaeta,NA,NA,NA,2
SyPRID - above vents,S628P,560,8,Above vents,6.8,23-54,Kilo Moana,TN401_S628P_0004,Gastropod,Larval,morphology,Class,Gastropoda ,NA,NA,NA,1
SyPRID - above vents,S628P,560,8,Above vents,6.8,23-54,Kilo Moana,TN401_S628P_0009,Gastropod,Larval,CO1,Genus,Mitrella,Mitrella,99.1,VJ38,1
SyPRID - above vents,S628P,560,8,Above vents,6.8,23-54,Kilo Moana,TN401_S628P_0010,Bivalve,Larval,morphology,Genus,Bathymodiolus,NA,NA,NA,1
SyPRID - above vents,S628P,560,8,Above vents,6.8,23-54,Kilo Moana,TN401_S628P_0013,Bivalve,Larval,Morphology,Family,Vesicomyidae,NA,NA,NA,1
SyPRID - above vents,S628P,560,8,Above vents,6.8,23-54,Kilo Moana,TN401_S628P_0014,Cyprid,Larval,morphology,Subclass,Cirripedia,NA,NA,NA,1
SyPRID - above vents,S628P,560,8,Above vents,6.8,23-54,Kilo Moana,TN401_S628P_0015,Gastropod,Larval,morphology,Class,Gastropoda ,NA,NA,NA,1
SyPRID - above vents,S628P,560,8,Above vents,6.8,23-54,Kilo Moana,TN401_S628P_0015,Unknown,Unknown,morphology,NA,NA,NA,NA,NA,1
SyPRID - above vents,S628P,560,8,Above vents,6.8,23-54,Kilo Moana,TN401_S628P_0016,Nectochaete,Larval,morphology,Class,Polychaeta,NA,NA,NA,1
SyPRID - above vents,S628P,560,8,Above vents,6.8,23-54,Kilo Moana,TN401_S628P_0017,Nectochaete,Larval,morphology,Class,Polychaeta,NA,NA,NA,1
SyPRID - above vents,S628P,560,8,Above vents,6.8,23-54,Kilo Moana,TN401_S628P_0018,Nectochaete,Larval,morphology,Class,Polychaeta,NA,NA,NA,1
SyPRID - vent periphery,S628S,1784,36,Vent periphery,9.02,23-54,Kilo Moana,TN401_S628S_0001,Bivalve,Larval,morphology,Genus,Bathymodiolus,NA,NA,NA,1
SyPRID - vent periphery,S628S,1784,36,Vent periphery,9.02,23-54,Kilo Moana,TN401_S628S_0002,Bivalve,Larval,intFXT/HCO2198,Family,Lasaeidae,Kellia suborbicularis,84.4,TL,1
SyPRID - vent periphery,S628S,1784,36,Vent periphery,9.02,23-54,Kilo Moana,TN401_S628S_0004,Bivalve,Larval,morphology,Family,Myidae,NA,NA,NA,1
SyPRID - vent periphery,S628S,1784,36,Vent periphery,9.02,23-54,Kilo Moana,TN401_S628S_0005,Gastropod,Larval,CO1,Order,Neomphalida,Iurus kinzelbachi,76.1,VJ11,1
SyPRID - vent periphery,S628S,1784,36,Vent periphery,9.02,23-54,Kilo Moana,TN401_S628S_0007,Gastropod,Larval,CO1,Order,Neomphalida,Iurus kinzelbachi,75.9,VJ12,1
SyPRID - vent periphery,S628S,1784,36,Vent periphery,9.02,23-54,Kilo Moana,TN401_S628S_0008,Gastropod,Larval,morphology,Order,Neomphalida,NA,NA,NA,1
SyPRID - vent periphery,S628S,1784,36,Vent periphery,9.02,23-54,Kilo Moana,TN401_S628S_0010,Cyprid,Larval,morphology,Subclass,Cirripedia,NA,NA,NA,1
SyPRID - vent periphery,S628S,1784,36,Vent periphery,9.02,23-54,Kilo Moana,TN401_S628S_0011,Nectochaete,Larval,morphology,Class,Polychaeta,NA,NA,NA,1
SyPRID - vent periphery,S628S,1784,36,Vent periphery,9.02,23-54,Kilo Moana,TN401_S628S_0012,Nectochaete,Larval,morphology,Class,Polychaeta,NA,NA,NA,1
SyPRID - vent periphery,S628S,1784,36,Vent periphery,9.02,23-54,Kilo Moana,TN401_S628S_0013,Nectochaete,Larval,morphology,Class,Polychaeta,NA,NA,NA,1
SyPRID - vent periphery,S628S,1784,36,Vent periphery,9.02,23-54,Kilo Moana,TN401_S628S_0014,Nectochaete,Larval,morphology,Class,Polychaeta,NA,NA,NA,1
SyPRID - vent periphery,S628S,1784,36,Vent periphery,9.02,23-54,Kilo Moana,TN401_S628S_0015,Nectochaete,Larval,morphology,Class,Polychaeta,NA,NA,NA,1
SyPRID - vent periphery,S628S,1784,36,Vent periphery,9.02,23-54,Kilo Moana,TN401_S628S_0016,Nectochaete,Larval,morphology,Class,Polychaeta,NA,NA,NA,1
SyPRID - vent periphery,S628S,1784,36,Vent periphery,9.02,23-54,Kilo Moana,TN401_S628S_0017,Nectochaete,Larval,morphology,Class,Polychaeta,NA,NA,NA,1
SyPRID - vent periphery,S628S,1784,36,Vent periphery,9.02,23-54,Kilo Moana,TN401_S628S_0018,Nectochaete,Larval,morphology,Class,Polychaeta,NA,NA,NA,1
SyPRID - above vents,S629P,376,8,Above vents,9.58,80-150,Tow Cam,TN401_S629P_0001,Gastropod,Larval,morphology,Class,Gastropoda ,NA,NA,NA,1
SyPRID - above vents,S629P,376,8,Above vents,9.58,80-150,Tow Cam,TN401_S629P_0002,Gastropod,Larval,morphology,Class,Gastropoda ,NA,NA,NA,1
SyPRID - above vents,S629P,376,8,Above vents,9.58,80-150,Tow Cam,TN401_S629P_0003,Gastropod,Larval,morphology,Class,Gastropoda ,NA,NA,NA,1
SyPRID - above vents,S629P,376,8,Above vents,9.58,80-150,Tow Cam,TN401_S629P_0004,Gastropod,Larval,morphology,Family,Raphitomidae,NA,NA,NA,1
SyPRID - above vents,S629P,376,8,Above vents,9.58,80-150,Tow Cam,TN401_S629P_0005,Zoea,Larval,intFXT/HCO2198,Genus,Austinograea,Austinograea sp.,89.9,TL,1
SyPRID - above vents,S629P,376,8,Above vents,9.58,80-150,Tow Cam,TN401_S629P_0006,Zoea,Larval,intFXT/HCO2198,Genus,Austinograea,Austinograea alayseae,89.3,TL,1
SyPRID - above vents,S629P,376,8,Above vents,9.58,80-150,Tow Cam,TN401_S629P_0007,Zoea,Larval,intFXT/HCO2198,Genus,Austinograea,Austinograea williamsi,93.1,TL,1
SyPRID - above vents,S629P,376,8,Above vents,9.58,80-150,Tow Cam,TN401_S629P_0008,Zoea,Larval,intFXT/HCO2198,Genus,Austinograea,Austinograea williamsi,94.1,TL,1
SyPRID - above vents,S629P,376,8,Above vents,9.58,80-150,Tow Cam,TN401_S629P_0009,Zoea,Larval,intFXT/HCO2198,Genus,Austinograea,Austinograea williamsi,93.7,TL,1
SyPRID - above vents,S629P,376,8,Above vents,9.58,80-150,Tow Cam,TN401_S629P_0010,Zoea,Larval,intFXT/HCO2198,Genus,Austinograea,Austinograea hourdezi,89,TL,1
SyPRID - above vents,S629P,376,8,Above vents,9.58,80-150,Tow Cam,TN401_S629P_0011,Zoea,Larval,intFXT/HCO2198,Genus,Austinograea,Austinograea williamsi,93.5,TL,1
SyPRID - above vents,S629P,376,8,Above vents,9.58,80-150,Tow Cam,TN401_S629P_0012,Zoea,Larval,intFXT/HCO2198,Genus,Austinograea,Austinograea williamsi,93.2,TL,1
SyPRID - above vents,S629P,376,8,Above vents,9.58,80-150,Tow Cam,TN401_S629P_0013,Zoea,Larval,intFXT/HCO2198,Genus,Austinograea,Austinograea williamsi,90.1,TL,1
SyPRID - above vents,S629P,376,8,Above vents,9.58,80-150,Tow Cam,TN401_S629P_0014,Zoea,Larval,intFXT/HCO2198,Genus,Austinograea,Austinograea williamsi,93.5,TL,1
SyPRID - above vents,S629P,376,8,Above vents,9.58,80-150,Tow Cam,TN401_S629P_0015,Zoea,Larval,morphology,Genus,Austinograea,NA,NA,NA,2
SyPRID - above vents,S629P,376,8,Above vents,9.58,80-150,Tow Cam,TN401_S629P_0016,Zoea,Larval,intFXT/HCO2198,Genus,Chorocaris ,Chorocaris ,100,TL,1
SyPRID - above vents,S629P,376,8,Above vents,9.58,80-150,Tow Cam,TN401_S629P_0017,Gastropod,Larval,CO1,Genus,Alviniconcha ,Alviniconcha kojimai,100,VJ101,1
SyPRID - above vents,S629P,376,8,Above vents,9.58,80-150,Tow Cam,TN401_S629P_0018,Gastropod,Larval,CO1,Genus,Alviniconcha ,Alviniconcha kojimai,99.8,VJ79,1
SyPRID - above vents,S629P,376,8,Above vents,9.58,80-150,Tow Cam,TN401_S629P_0019,Gastropod,Larval,CO1,Genus,Alviniconcha ,Alviniconcha kojimai,96.7,VJ230,1
SyPRID - above vents,S629P,376,8,Above vents,9.58,80-150,Tow Cam,TN401_S629P_0021,Gastropod,Larval,morphology,Class,Gastropoda ,NA,NA,NA,1
SyPRID - above vents,S629P,376,8,Above vents,9.58,80-150,Tow Cam,TN401_S629P_0023,Gastropod,Larval,morphology,Class,Gastropoda ,NA,NA,NA,4
SyPRID - above vents,S629P,376,8,Above vents,9.58,80-150,Tow Cam,TN401_S629P_0024,Gastropod,Larval,CO1,Genus,Alviniconcha ,Alviniconcha kojimai,99.8,VJ188,1
SyPRID - above vents,S629P,376,8,Above vents,9.58,80-150,Tow Cam,TN401_S629P_0025,Gastropod,Larval,morphology,Genus,Alviniconcha ,NA,NA,NA,1
SyPRID - above vents,S629P,376,8,Above vents,9.58,80-150,Tow Cam,TN401_S629P_0026,Gastropod,Larval,morphology,Class,Gastropoda ,NA,NA,NA,1
SyPRID - above vents,S629P,376,8,Above vents,9.58,80-150,Tow Cam,TN401_S629P_0027,Parenchymula,Larval,morphology,Phylum,Porifera,NA,NA,NA,1
SyPRID - above vents,S629P,376,8,Above vents,9.58,80-150,Tow Cam,TN401_S629P_0029,Bivalve,Larval,morphology,Family,Galeommatoidae,NA,NA,NA,1
SyPRID - above vents,S629P,376,8,Above vents,9.58,80-150,Tow Cam,TN401_S629P_0031,Nectochaete,Larval,morphology,Class,Polychaeta,NA,NA,NA,1
SyPRID - above vents,S629P,376,8,Above vents,9.58,80-150,Tow Cam,TN401_S629P_0032,Nectochaete,Larval,morphology,Class,Polychaeta,NA,NA,NA,1
SyPRID - above vents,S629P,376,8,Above vents,9.58,80-150,Tow Cam,TN401_S629P_0033,Nectochaete,Larval,morphology,Class,Polychaeta,NA,NA,NA,1
SyPRID - above vents,S629P,376,8,Above vents,9.58,80-150,Tow Cam,TN401_S629P_0034,Nectochaete,Larval,morphology,Class,Polychaeta,NA,NA,NA,1
SyPRID - above vents,S629P,376,8,Above vents,9.58,80-150,Tow Cam,TN401_S629P_0035,Nauplius,Larval,morphology,NA,NA,NA,NA,NA,11
SyPRID - vent periphery,S629S,1790,40,Vent periphery,8.43,80-150,Tow Cam,TN401_S629S_0004,Bivalve,Larval,morphology,Genus,Bathymodiolus,NA,NA,NA,1
SyPRID - vent periphery,S629S,1790,40,Vent periphery,8.43,80-150,Tow Cam,TN401_S629S_0005,Nectochaete,Larval,morphology,Class,Polychaeta,NA,NA,NA,1
SyPRID - vent periphery,S629S,1790,40,Vent periphery,8.43,80-150,Tow Cam,TN401_S629S_0006,Nauplius,Larval,morphology,NA,NA,NA,NA,NA,1
